age_certification	cinema_release_date	cinema_release_week	full_path	full_paths	id	is_nationwide_cinema_release_date	localized_release_date	max_season_number	object_type	original_language	original_release_year	original_title	poster	provider	runtime	short_description	title
	2018-01-31	2018_5	/kr/영화/saebyeogeul-alrineun-ruyi-norae	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/saebyeogeul-alrineun-ruyi-norae'}	298779		2018-01-31		movie	ja	2017	夜明け告げるルーのうた	/poster/45657157/{profile}	nvs	117.0	쇠퇴한 항구마을 히나시.  부모님의 이혼으로 도쿄에서 이사를 온 ‘카이’는 모든 마음의 문을 닫는다.  오직 ‘음악’이 소통의 창구인 ‘카이’의 노래를 듣고 나타난 사랑스런 인어 소녀 ‘루’.  카이는 즐겁게 노래하며 춤추는 루와 매일 함께하면서 조금씩 세상을 향해 마음을 열기 시작한다.  하지만 히나시 마을에서 인어는 재앙을 가져오는 존재. 두려움을 느낀 마을 사람들은 ‘루’를 가두지만, 그로 인해 마을엔 점점 더 큰 위기가 닥쳐 오는데…	새벽을 알리는 루의 노래
			/kr/영화/the-princess-and-the-pilot	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/the-princess-and-the-pilot'}	160043				movie	ja	2011	とある飛空士への追憶	/poster/11510305/{profile}	nvs	99.0	중앙해를 사이에 두고, 레밤 황국과 아마츠카미 국의 전쟁이 계속되던 어느 날.  일등 비행사 샤를르에게 특급 명령이 떨어진다.  차기 황비인 파나공주를 바다 건너 카를로 황태자가 있는 곳으로 무사히 모셔야하는 임무.  적들이 장악하고 있는 12,000km, 파나 공주와 단둘이 위험한 비행을 시작하는데...  세상에서 가장 아름다운 비행이 펼쳐진다.	어느 비행사에 대한 추억
			/kr/영화/geugjangpan-pokesmonseuteo-dp-giratinawa-haneulyi-ggocdabal-sweimi	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/geugjangpan-pokesmonseuteo-dp-giratinawa-haneulyi-ggocdabal-sweimi'}	34450				movie	ja	2008	劇場版ポケットモンスター ダイヤモンド&パール ギラティナと氷空（そら）の花束 シェイミ	/poster/66849170/{profile}	nvs	96.0	어느날, 물을 마시러 연못에 간 쉐이미가 기라티나와 디아루가의 싸움에 휘말린다. 디아루가가 끌려간 곳은 현실세계의 뒤쪽이라 불리는 반전세계. 디아루가는 혼자 힘으로 나가지 못하지만 쉐이미의 도움으로 탈출하고, 기라티나는 디아루가 때문에 현실세계로 못나가게 되는데...	극장판 포켓몬스터 DP: 기라티나와 하늘의 꽃다발 쉐이미
			/kr/영화/king-of-prism-pride-the-hero	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/king-of-prism-pride-the-hero'}	315454				movie	ja	2017	KING OF PRISM -PRIDE the HERO-	/poster/56498551/{profile}	nvs	70.0	Over The Rainbow의 라이브를 보고 프리즘 쇼를 동경해 에델로즈에 입학하게 된 이치죠 신. 그곳엔 7명의 신입생들이 미래의 프리즘스타가 되기 위해 연습하고 있었다. 하지만 노리즈키 진이 이끄는 슈왈츠로즈의 음모가 에델로즈를 해체 위기로 몰아넣는다. 에델로즈를 구하기 위해 잠정 활동중단에 들어간 Over The Rainbow. 코우지는 거액의 빚을 갚기 위해 할리우드로 영화음악을 제작하러 떠나고, 카즈키는 스트리트계로서의 초심을 돌아보고, 히로는 실력 향상을 위해 특훈에 돌입한다. 각자의 위치에서 프리즘스타로서의 자신과 마주보는 멤버들. 선배로부터 후배에게 이어지는 바통. 되돌아보는 동료와의 인연.  파란 속에 드디어 프리즘 킹 컵 개막. 지금까지 그 누구도 본 적 없는 프리즘 점프의 숨 막히는 응수. 킹 오브 프리즘의 왕관은 과연 누구의 머리 위에서 빛날 것인가?	킹 오브 프리즘 -프라이드 더 히어로-
			/kr/TV-프로그램/eoseooseyo-silryeog-jisangjuyi-gyosile	{'SHOW_DETAIL_OVERVIEW': '/kr/TV-프로그램/eoseooseyo-silryeog-jisangjuyi-gyosile'}	58045			1.0	show	ja	2017	ようこそ実力至上主義の教室へ	/poster/12149179/{profile}	nvs		"Koudo Ikusei Senior High School is a leading prestigious school with state-of-the-art facilities where nearly 100% of students go on to university or find employment. The students there have the freedom to wear any hairstyle and bring any personal effects they desire. Koudo Ikusei is a paradise-like school, but the truth is that only the most superior of students receive favorable treatment.

Ayanokouji Kiyotaka is a student of D-class, which is where the school dumps its ""inferior"" students in order to ridicule them. For a certain reason, Kiyotaka was careless on his entrance examination, and was put in D-class. After meeting Horikita Suzune and Kushida Kikyou, two other students in his class, Kiyotaka's situation begins to change."	어서오세요 실력 지상주의 교실에
			/kr/영화/lego-dc-super-heroes-aquaman-rage-of-atlantis	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/lego-dc-super-heroes-aquaman-rage-of-atlantis'}	414009				movie	en	2018	LEGO DC Super Heroes - Aquaman: Rage Of Atlantis	/poster/62942283/{profile}	nvs	77.0	Aquaman must battle foes in the air, on land and in the depths of the Seven Seas, along with some help from The Justice League, to save the day.	LEGO DC Super Heroes - Aquaman: Rage Of Atlantis
			/kr/영화/moomins-on-the-riviera	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/moomins-on-the-riviera'}	144593				movie	fi	2014	Muumit Rivieralla	/poster/10297973/{profile}	nvs	80.0	"귀염지수 200%, 포근한 매력의 ‘무민’
 소년 같은 순수함을 간직한 ‘무민파파’
 따뜻한 무민 가족의 버팀목 ‘무민마마’
 못 말리는 ‘무민’의 여친 ‘스노크메이든’
 무민 가족은 골짜기를 벗어나 남쪽 바다로 여행을 떠난다.  두근두근 콩닥콩닥 신나는 바캉스 지금부터 시작~!
 그.러.나 이들을 기다리고 있는 것은 예측불허 초특급 사건?!  올 여름, 엉뚱하지만 사랑스러운 무민 가족의 바캉스 대소동이 시작된다!"	무민 더 무비
			/kr/영화/pup	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/pup'}	187121				movie	en	2013	Black to the Moon 3D	/poster/90064336/{profile}	nvs	81.0	멋쟁이 늑대, 허당 거미, 불독 선생, 카우보이 조랑말, 얼룩 젖소까지!  각양각색의 동물로 가득가득! 평화로웠던 동물 농장에 위험천만한 목표가 생겼다! 바로, 검은양 블랭키의 달나라 여행! 하지만, 달나라로 가기 위한 로켓을 찾는 여정은 길고도 험난하고, 블랭키의 앞을 가로막는 정체 모를 괴물 핑키의 등장까지!  과연 동물친구들은 블랭키의 달나라 여행을 성공시킬 수 있을까?	마이 블랭키
			/kr/영화/geugjangpan-pokesmonseuteodp-hwanyeongyi-paewang-joroakeu	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/geugjangpan-pokesmonseuteodp-hwanyeongyi-paewang-joroakeu'}	103441				movie	ja	2010	劇場版ポケットモンスター ダイヤモンド&パール 幻影の覇者 ゾロアーク	/poster/67394695/{profile}	nvs	96.0	새로운 포켓몬 조로아와 조로아크!  올 겨울, 숨겨졌던 미래가 움직이기 시작한다!  20년 전, 세레비가 가지고 있는 비밀의 힘을 얻어 엄청난 부와 권력을 쌓아온 나흐벨츠.  나흐벨츠는 다시 한 번 그 힘을 손에 넣고자 조로아크를 이용해 크라운시티를 혼란에 빠뜨린다.  마을의 수호신이라 불리는 전설의 포켓몬 라이코, 앤테이, 스이쿤이 갑자기 나타나 크라운시티를 파괴하기 시작하는데…  그들은 나흐벨츠에게 조종당한 조로아가 둔갑한 것이었다! 나흐벨츠에게서 가까스로 탈출한 조로아와 함께 크라운시티로 향하는 지우와 피카츄 일행은 과연 나흐벨츠의 야망을 저지하고 최대의 위기에 처한 크라운시티와세레비, 그리고 조로아크를 구해 낼 수 있을 것인가!	극장판 포켓몬스터 DP: 환영의 패왕 조로아크
	2018-10-25	2018_43	/kr/영화/wilri	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/wilri'}	359767		2018-10-25		movie	en	2018	Wheely	/poster/82764167/{profile}	nvs	90.0	누구보다 핵 빠르…고 싶은 꿈을 가진 레이싱 택시 윌리.  달리는 것이 가장 신나고 행복한 그에게 어느 날 특별한 물건을 배달할 기회가 오고 우연히 자동차들만의 세상 ‘게스켓 시티’의 최고 슈퍼스타 로즈를 만나 한눈에 반하게 된다. 그러나 기쁨도 잠시… 이세상 가장 위험한 존재인 거대 몬스터 트럭 보스가 눈을 뜨고 윌리는 로즈를 구하기 위해 이제껏 없었던 스피드와 어드벤처의 세상 속으로 뛰어들게 되는데…	윌리
			/kr/TV-프로그램/burendos	{'SHOW_DETAIL_OVERVIEW': '/kr/TV-프로그램/burendos'}	75757			1.0	show	ja	2017	ブレンド・S	/poster/24728222/{profile}	nvs		"주인공 사쿠라노미야 마이카는 선천적으로 눈매가 예쁘지 않아 아르바이트 면접에 붙지 못해서 괴로워하지만 우연한 계기로 찻집을 경영하는 디노와 만나 그의 주선으로 찻집에서 일하게 된다.

그 찻집은 사실 웨이트리스가 각각 주어진 속성으로 접객하는 찻집으로 디노는 마이카에게 ‘도 S’ 캐릭터를 맡길 요청하는데…"	블렌드 S
			/kr/TV-프로그램/senryusonyeo	{'SHOW_DETAIL_OVERVIEW': '/kr/TV-프로그램/senryusonyeo'}	88971			1.0	show	ja	2019	川柳少女	/poster/123882433/{profile}	nvs		말하고 싶은 것은 575의 센류로 전하는 소녀 유키시로 나나코와 겉모습은 무섭지만 마음은 상냥한 부스지마 에이지. 단 17자로 뽑아지는 두 사람의 일상은 언제나 행복 가득!	센류소녀
			/kr/영화/back-to-the-sea	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/back-to-the-sea'}	67996				movie	en	2012	Back To The Sea	/poster/90856558/{profile}	nvs	96.0	날개 달린 물고기들의 일인자 '케빈'은 친구와 담력 테스트한다며 위험지역까지 헤엄치다가 어부에게 제대로 낚여버린다. 졸지에 뉴욕 레스토랑에 갇힌 물고기 신세가 된 '케빈'은 주방에 있는 싱크대 구멍을 통해 바다로 돌아갈 야심 찬 계획을 세우지만, 탈출은 생각보다 쉽지 않다. 이렇게 있다가는 진짜 요리가 될 것 같은 불안함에 사로잡힌 ‘케빈’. 한편, 최고의 요리사인 아빠에게 떠밀려 요리를 시작한 '샤바오'는 중요한 대회를 앞두고 연습을 하던 중 주방에서 '케빈'을 발견하고 몰래 구해준다. 집을 탈출하고 싶은 파파보이 '샤바오'는 '케빈'과 친구가 된 후 함께 바다로 가기 위해 엄청난 모험을 계획하는데...  바다로 가기 위해 의기투합한 '케빈'과 친구들. 지금부터 유쾌살벌한 뉴욕 탈출 어드벤처가 시작된다.	백 투 더 씨
			/kr/영화/dive-olly-dive-and-the-pirate-treasure	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/dive-olly-dive-and-the-pirate-treasure'}	151204				movie	ru	2014	Dive Olly Dive and the Pirate Treasure	/poster/87803251/{profile}	nvs	80.0	꼬마잠수함 올리와 베스는 어느 날 무지개 해적 선장의 증손자라고 떠들고 다니는 해달 밥시를 만나 함께 보물을 찾기 위한 모험을 떠나게 된다. 하지만, 무시무시한 바다 악당 샤크스킨 일당 역시 소문을 듣고 세 친구의 뒤를 쫓기 시작하는데… 전설 속의 무지개 해적단을 만나는데 성공하지만 샤크스킨의 함정에 빠져 차가운 얼음 속에 갇혀버린 올리와 친구들. 그들은 과연 무사히 위험에서 벗어나 보물을 찾을 수 있을까?	꼬마잠수함 올리
			/kr/영화/pokemon-the-movie-kyurem-vs-the-sword-of-justice	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/pokemon-the-movie-kyurem-vs-the-sword-of-justice'}	43970				movie	ja	2012	キュレムVS聖剣士ケルディオ	/poster/99773896/{profile}	nvs	71.0	"어린 검사와 최강의 드래곤 포켓몬. 이 모든 것을 초월한 배틀이 시작된다!  포켓몬 마스터를 목표로 하나지방을 여행하고 있는 지우와 피카츄, 아이리스, 덴트는 타고 있던 기차에서 지금껏 본 적이 없는 포켓몬이 상처를 입고 쓰러져 있는 것을 발견한다.
 그 포켓몬은 다름 아닌, 포켓몬과 세계를 지키는 3마리의 ‘성검사’(코바르온, 테라키온, 비리디온)의 후계자로 일컬어지는 어린 검사 ‘케르디오’.
 의식을 잃은 케르디오를 돌보기로 한 지우와 친구들은 지상 최강의 드래곤 포켓몬 ‘큐레무’에게 느닷없이 습격을 당한다.  큐레무는 블랙큐레무와 화이트큐레무로 모습을 바꾸며 압도적인 힘으로 지우 일행을 계속 쫓아오는데..! 과연, 그 이유는? 지우와 친구들은 큐레무의 공격에서 무사히 벗어날 수 있을까!!"	극장판 포켓몬스터 베스트위시: 큐레무 VS 성검사 케르디오
			/kr/영화/naruto-the-movie-guardians-of-the-crescent-moon-kingdom	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/naruto-the-movie-guardians-of-the-crescent-moon-kingdom'}	24576				movie	ja	2006	劇場版 NARUTO -ナルト- 大興奮!みかづき島のアニマル騒動だってばよ	/poster/11113891/{profile}	nvs	95.0	"불의 나라 나뭇잎 마을의 좌충우돌 닌자 4인방, 나루토-카카시-사쿠라-록리.
 나루토 군단은 초승달 섬의 왕자 ‘히카루’ 무리를 무사히 마을로 안내하는 임무를 맡게 된다. 진귀한 세계 보물을 가득 실은 무리는 가는 길목마다 수많은 악당들의 공격을 받게 되고, 설상가상 희귀동물로 가득한 서커스단까지 통째로 사들여 이들의 여정은 더욱 고난의 연속이다.
 마침내, 어렵사리 도착한 초승달 섬. 하지만 섬에서 만난 정체 불명의 닌자 3인조는 마을을 지배한 채 히카루 왕자와 나루토 군단을 향해 엄청난 공격을 퍼붓기 시작하는데..
 과연 나루토 군단은 위기에 빠진 초승달 섬을 구할 수 있을까?"	나루토 극장판 3기 - 대흥분! 초승달섬의 애니멀소동
			/kr/영화/postman-pat-the-movie	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/postman-pat-the-movie'}	136300				movie	en	2014	Postman Pat: The Movie	/poster/32037491/{profile}	nvs	90.0	"평소 소탈하고 친절하여 많은 이들로부터 사랑 받는 우체부 팻 아저씨는 아내 사라, 아들 줄리안과 함께 시골에서 소박하지만 행복한 삶을 살고 있었다. 이탈리아로의 가족여행을 계획한 팻 아저씨는 우연히 한 서바이벌 오디션 프로그램의 포상이 이탈리아 여행이라는 것을 알고 이 대회에 출전하기로 결심한다. 이 기회를 틈타 우체국의 본부장 카벙클이 오디션에 참가한 팻 아저씨의 빈 자리를 채우기 위해 팻로봇을 만들고, 팻로봇은 오히려 사고를 몰고 다녀 마을은 혼란에 휩싸인다.  팻 아저씨는 이 대회에서 숨겨진 재능을 발휘하며 승승장구하게 되고 런던에서 열리는 결승전까지 진출한다. 이 여정에서 갑자기 유명세를 탄 팻 아저씨는 어느덧 가족과 친구, 그리고 자신의 일자리까지 위협받게 되는데...  가족사랑 팻 아저씨의 이탈리아 여행권을 위한
 좌충우돌 깜찍발랄한 오디션 도전이 시작 된다!!"	행복배달부 팻아저씨
	2017-09-07	2017_36	/kr/영화/isla-calaca	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/isla-calaca'}	324204		2017-09-07		movie	en	2017	Monster Island	/poster/80913883/{profile}	nvs	80.0	어느 날 갑자기 거대 몬스터로 변신한 루카스는  우리 가족이 사실 몬스터라는 놀라운 사실을 알게 되자  아빠 몰래 몬스터들이 모여 사는 신비한 거북섬으로 떠난다.  그곳에서 펼쳐지는 스펙터클 어드벤쳐!  몬스터 가족이 친구들과 함께 떠나는 아찔한 모험이 시작된다!	몬스터 섬의 비밀
			/kr/TV-프로그램/jeulgeobge-nolabose	{'SHOW_DETAIL_OVERVIEW': '/kr/TV-프로그램/jeulgeobge-nolabose'}	82109			1.0	show	ja	2018	あそびあそばせ	/poster/123402406/{profile}	nvs		어릴 적부터 언니와의 내기에서 져 심부름을 하면서 자란 노무라 카스미는 공부를 해도 오르지 않는 영어 점수에 고민한다. 그러던 중, 급우이자 학교의 미국인 학생인 올리비아와 혼다 하나코가 참참참을 하는 모습을 보다가 미국인인 올리비아에게 영어를 배울 속셈으로 그들과 엮이면서 둘과 함께 여러가지 놀이를 체험하게 된다.	즐겁게 놀아보세
			/kr/TV-프로그램/ookamishao-nu-tohei-wang-zi	{'SHOW_DETAIL_OVERVIEW': '/kr/TV-프로그램/ookamishao-nu-tohei-wang-zi'}	52963			1.0	show	ja	2014	オオカミ少女と黒王子	/poster/142228584/{profile}	nvs		"Erika Shinohara has taken to lying about her romantic exploits to earn the respect of her new friends. So when they ask for a picture of her ""boyfriend,"" she hastily snaps a photo of a handsome stranger, whom her friends recognize as the popular and kind-hearted Kyouya Sata.

Trapped in her own web of lies and desperately trying to avoid humiliation, Erika explains her predicament to Kyouya, hoping he will pretend to be her boyfriend. But Kyouya is not the angel he appears to be: he is actually a mean-spirited sadist who forces Erika to become his ""dog"" in exchange for keeping her secret.

Begrudgingly accepting his deal, Erika soon begins to see glimpses of the real Kyouya beneath the multiple layers of his outer persona. As she finds herself falling for him, she can't help but question if he will ever feel the same way about her. Will Kyouya finally make an honest woman out of Erika, or is she destined to be a ""wolf girl"" forever?"	オオカミ少女と黒王子
	2017-04-06	2017_14	/kr/영화/pororo-the-racing-adventure	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/pororo-the-racing-adventure'}	181919		2017-04-06		movie	ko	2013	뽀로로 극장판 슈퍼썰매 대모험	/poster/11574062/{profile}	nvs	77.0	슈퍼썰매 챔피언이라는 꿈을 간직한 뽀로로와 친구들은  허풍쟁이 배달왕 거북이들로부터 챔피언이 되기 위해 특별훈련을 받게 된다.  그리고 난생 처음으로 뽀롱마을을 떠나 얼음나라 '노스피아'로 꿈을 이루기 위한 대모험을 떠난다.  그러나 언제나 모두를 괴롭히는 악당 불곰 푸푸의 계략으로 위기에 빠지게 되는데......	뽀로로 극장판: 슈퍼썰매 대모험
			/kr/영화/the-amazing-adventures-of-the-living-corpse	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/the-amazing-adventures-of-the-living-corpse'}	45209				movie	en	2012	The Amazing Adventures of the Living Corpse	/poster/11557886/{profile}	nvs	86.0	A somewhat self-aware zombie takes it upon himself to keep the rest of the walking dead at bay.	The Amazing Adventures of the Living Corpse
			/kr/TV-프로그램/wangsil-gyosa-haine	{'SHOW_DETAIL_OVERVIEW': '/kr/TV-프로그램/wangsil-gyosa-haine'}	56250			1.0	show	ja	2017	王室教師ハイネ	/poster/141835841/{profile}	nvs		Heine Wittgenstein is a pint-sized man given a monumental task. He's recently hired by the King of Grannzreich to whip four of his five sons into royalty material as their tutor. At first glance, the princes have all the allure and refinement Heine would expect but underneath their manicured exteriors are four potentially terrible tyrants.	왕실 교사 하이네
			/kr/영화/pokemon-the-movie-white-victini-and-zekrom	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/pokemon-the-movie-white-victini-and-zekrom'}	177414				movie	ja	2011	劇場版ポケットモンスター ベストウイッシュ ビクティニと白き英雄 レシラム	/poster/99773750/{profile}	nvs	96.0	잠들어 있던 그들이 깨어나고 포켓몬 역사상 최대의 모험과 감동이 찾아온다!  하나지방을 여행하는 지우와 피카츄, 아이리스와 덴트는 “대지의 검”이라는 독특한 모양의 성이 있는 마을 “아인트오크”에 도착한다. 지우와 친구들은 이 마을의 수확축제 기념배틀에서 신비한 파워를 주는 환상의 포켓몬, 비크티니를 만나는데… 이러한 비크티니를 찾고 있는 대지의 백성의 후예 드레드는 “대지의 백성의 왕국”을 부활시키기 위해 비크티니의 파워를 이용하고자 한다!!! 그와 함께하는 전설이라 불리는 포켓몬 제크로무와 레시라무의 정체는 과연 무엇이며, 지우와 친구들은 위험에 빠진 비크티니와 마을을 구할 수 있을 것인가!!	극장판 포켓몬스터 베스트위시: 비크티니와 흑의 영웅 제크로무
	2019-03-07	2019_10	/kr/영화/rino	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/rino'}	326814	True	2019-03-07		movie	pt	2017	Lino: Una Aventura de Siete Vidas	/poster/107252150/{profile}	nvs	93.0	못생긴 고양이 분장 전문 파티 플래너 ‘리노’는 소심한 성격에 되는 일 하나 없는 불만 가득 청년. 하루하루 무기력하게 살아가던 중 우연히 광고를 보고 찾아간 마법사 ‘돈 레옹’에게 자신의 인생을 변화시켜 줄 것을 요청하지만 마법사의 실수로 진짜 고양이로 변하게 된다. 귀엽고 커다란 고양이의 모습에 난생 처음으로 사람들의 관심을 한 몸에 받지만, 얼마 안 가 인생 최대의 위기를 맞게 되는데…  과연 ‘리노’는 위기를 극복하고 원래의 모습으로 돌아갈 수 있을까?	리노
			/kr/영화/lego-dc-comics-super-heroes-justice-league-attack-of-the-legion-of-doom	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/lego-dc-comics-super-heroes-justice-league-attack-of-the-legion-of-doom'}	219341				movie	en	2015	Lego DC Comics Super Heroes: Justice League – Attack of the Legion of Doom!	/poster/9342724/{profile}	nvs	77.0	새롭게 만들어진 저스티스 리그가 메트로폴리스를 안전하게 지키면서 범죄가 갈 곳은 없어 보인다. 하지만 이 사실은 렉스 루터를 기분 나쁘게 만들고, 그는 블랙 만타, 시네스트로를 비롯한 악당 무리와 함께 그만의 리그를 만들고는 둠 군단이라 칭하게 된다. 이제 수퍼 파워를 가진 공포의 팀과 계획을 가진 렉스 루터는 정부의 최고 기밀 지역인 Area 52를 공격하는데, 그는 과연 승리를 얻게 될까? 수퍼맨, 배트맨, 원더우먼와 저스티스 리그 멤버들이 세계에서 가장 강한 수퍼 악당들과 맞서는 싸움에 동참하라!	레고 DC 코믹스 슈퍼 히어로: 저스티스 리그 - 둠 군단의 공격!
			/kr/영화/rose	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/rose'}	179675				movie		2011	Rosa	/poster/12256214/{profile}	nvs	9.0	Rosa is an epic sci-fi short film that takes place in a post-apocalyptic world where all natural life has disappeared. From the destruction awakes Rosa, a cyborg deployed from the Kernel project, mankind’s last attempt to restore the earth’s ecosystem. Rosa will soon learn that she is not the only entity that has awakened and must fight for her survival.	Rosa
			/kr/TV-프로그램/riraiteu	{'SHOW_DETAIL_OVERVIEW': '/kr/TV-프로그램/riraiteu'}	38787			2.0	show	ja	2016	リライト	/poster/9114075/{profile}	nvs		원인 불명의 사건들을 풀어가는 오컬트 연구회 회원들의 이야기	리라이트
			/kr/영화/robinseun-gajog	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/robinseun-gajog'}	68147				movie	en	2007	Meet the Robinsons	/poster/10861328/{profile}	nvs	95.0	별난 세상, 별난 가족들! 디즈니만이 상상할 수 있는 미래로 초대합니다. 슈퍼맨, 스파이더 맨, 헐크, 인크레더블 가족 등 살면서 별의별 희한한 사람들은 이미 다 봤다구요? 과연 그럴까요? 여기 이 가족을 만나보기전엔 확신하지 마십시오. 우리의 얕은 상식에 거침없이 하이킥을 날리는 희한한(?)가족이 옵니다.  로빈슨 가족을 소개하기 전에 그들과 함께 사는 몇몇 캐릭터들을 먼저 소개합니다. 머리는 크고 팔은 너무 짧아서 사냥을 못하는 티라노 사우르스가 있을까요? 갱단을 조직하고, 스윙밴드의 오케스트라 리더인 개구리는? 콘택트렌즈는 보험처리가 안되서 안경을 끼는 애완견은? 집사일을 보는 외눈박이 문어는? 자기 주인의 적들만 무는 충성스런(?) 불개미는? 상상이 안되신다구요? 이런 캐릭터들을 데리고 사는게 바로 로빈슨 가족입니다. 로빈슨가족 캐릭터를 소개하면 더 상상이 안되실테니 그들은 극장에서 직접 만나보시길 권해드립니다.  기대하셔도 자신있습니다. 천재발명가 루이스 그리고 미래소년 윌버 로빈슨과 함께 무엇이든 가능한 미래세상으로 모험을 떠나보시죠~ 모든 사람에겐 꿈이 있습니다. 당신은 그곳에서 무엇을 찾고 싶으십니까? 윌리엄 조이스의 원작 소설를 각색한 작품. 대니 엘프먼의 아름다운 음악은 보~너스로 챙기세요!	로빈슨 가족
			/kr/TV-프로그램/dankanbangyi-cimryagja	{'SHOW_DETAIL_OVERVIEW': '/kr/TV-프로그램/dankanbangyi-cimryagja'}	56008			1.0	show	ja	2014	六畳間の侵略者!?	/poster/142271339/{profile}	nvs		Kōtarō Satomi decided to live on his own when he began high school, and chose Room 106 of Corona House because it was cheap. Unfortunately, Kōtarō soon discovers that numerous otherworldly and supernatural girls also want his room for various reasons of their own, and aren't about to back down. As a result, Kōtarō and the girls find themselves forced to live together as they try to settle just who ends up with the room.	단칸방의 침략자!?
			/kr/TV-프로그램/b-project	{'SHOW_DETAIL_OVERVIEW': '/kr/TV-프로그램/b-project'}	44943			2.0	show	ja	2016	B-PROJECT～鼓動＊アンビシャス～	/poster/141890761/{profile}	nvs		"Tsubasa is a new hire in the A&R department of the major recording company Gandala Music. Tsubasa is immediately assigned to oversee the idol unit ""B-PROJECT,"" which is made up of three idol groups: Kitakore, Thrive, and MooNs. This is Tsubasa's first job, and she gets involved in various incidents and accidents as she deals with this group of young men who each have their own differing personalities."	B-PROJECT～鼓動＊アンビシャス～
			/kr/영화/geugjangpan-pokesmonseuteo-mulyi-dosiyi-suhosin-ratiaseuwa-ratioseu	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/geugjangpan-pokesmonseuteo-mulyi-dosiyi-suhosin-ratiaseuwa-ratioseu'}	107083				movie	ja	2002	劇場版ポケットモンスター 水の都の護神 ラティアスとラティオス	/poster/99950883/{profile}	nvs	68.0	"세계에서 가장 아름답다고 불리우는 물의 도시 「아르트말레이」.
 거기서 지우 일행은 신비한 기술을 지닌 포켓몬 「라티아스」, 「라티오스」와 만난다.  「라티오스」는 오빠, 「라티아스」는 여동생.  사이가 좋은 오누이로 이 마을의 비보 「마음의 물방울」을 지키고 있다.  비보를 노리고 나타난 괴도 자매 「잔느」와 「리온」.  이 두 괴도자매가 일으킨 사건에 휘말리는 지우와 피카츄 일행.  숨겨진 봉인이 풀릴 때 마을은 큰 수해를 입는다.
 빼앗긴 「마음의 물방울」을 되찾기 위해 지우와 피카츄가 물의 도시를 달려나간다."	극장판 포켓몬스터: 물의 도시의 수호신 라티아스와 라티오스
			/kr/영화/delhi-safari	{'MOVIE_DETAIL_OVERVIEW': '/kr/영화/delhi-safari'}	30203				movie	en	2012	Delhi Safari	/poster/26073979/{profile}	nvs	90.0	아름다운 정글에서 평화롭게 살아가던 아기 표범 ‘빌리’는 숲이 사라질 위험에 처해있다는 사실을 알게 된 뒤, 엄마 표범 ‘지젤’, 원숭이 ‘토토’, 곰 ‘베가’와 함께 동물 특공대를 만든다.  동물 특공대의 첫 임무는 동물들 중 유일하게 인간과 대화할 수 있는 능력자 앵무새 ‘알렉스’를 찾는 것! 우여곡절 끝에 ‘알렉스’와 함께 하게 된 동물 특공대는 신나게 도시로 향하지만 쉬울 줄 알았던 여행은 외눈박이 하이에나의 습격과 꿀벌 군단의 벌침 공격 등으로 인해 점점 험난해져 가는데…  더 용감하게! 더 유쾌하게 돌아온 빌리와 용감한 녀석들!  인간과 담판을 벌여 정글을 지켜낼 수 있을까?	빌리와 용감한 녀석들 2
